datapack,rc_service,rc_source,rc_from_name,label_disagreement,finished,p90_rank,p90_n_services,p90_rc_in_traces,mean_rank,mean_n_services,mean_rc_in_traces
ts0-ts-seat-service-request-replace-method-dchngw,ts-seat-service,ground_truth.service,ts-seat-service-request-replace,True,True,1.0,29,True,1.0,29,True
ts4-ts-order-service-partition-7n4zw2,ts-order-service,ground_truth.service,ts-order-service,False,True,12.0,28,True,28.0,28,True
ts0-ts-basic-service-response-replace-code-r727qm,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,7.0,26,True,7.0,26,True
ts5-ts-order-other-service-partition-7kf2j2,ts-order-other-service,ground_truth.service,ts-order-other-service,False,True,1.0,26,True,1.0,26,True
ts1-ts-basic-service-request-replace-method-2dz98x,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,12.0,29,True,26.0,29,True
ts2-ts-ui-dashboard-response-delay-wktt4m,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response,True,True,2.0,29,True,2.0,29,True
ts0-ts-config-service-corrupt-qjwhfb,ts-config-service,ground_truth.service,ts-config-service,False,True,1.0,26,True,1.0,26,True
ts5-ts-inside-payment-service-container-kill-bzhplc,ts-inside-payment-service,ground_truth.service,ts-inside-payment-service-container,True,True,1.0,29,True,1.0,29,True
ts0-ts-ui-dashboard-request-delay-s2z79x,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request,True,True,2.0,29,True,2.0,29,True
ts0-ts-basic-service-response-replace-code-4vn4gg,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,19.0,29,True,26.0,29,True
ts4-ts-basic-service-response-replace-code-7tlb8z,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,1.0,29,True,5.0,29,True
ts4-ts-seat-service-stress-bzqnl8,ts-seat-service,ground_truth.service,ts-seat-service,False,True,1.0,30,True,7.0,30,True
ts5-ts-ui-dashboard-response-replace-code-fvp5cd,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,14.0,28,True,11.0,28,True
ts2-ts-consign-service-delay-l8j2tw,ts-consign-service,ground_truth.service,ts-consign-service,False,True,1.0,29,True,1.0,29,True
ts0-ts-seat-service-request-delay-bqsdfw,ts-seat-service,ground_truth.service,ts-seat-service-request,True,True,1.0,26,True,1.0,26,True
ts2-ts-travel-service-response-replace-code-w4bgvh,ts-travel-service,ground_truth.service,ts-travel-service-response-replace,True,True,29.0,29,True,14.0,29,True
ts4-ts-travel2-service-partition-9vjjgc,ts-travel2-service,ground_truth.service,ts-travel2-service,False,True,3.0,29,True,11.0,29,True
ts5-mysql-loss-vjlsbq,mysql,ground_truth.service,,False,True,,26,False,,26,False
ts2-ts-security-service-request-replace-method-kfks5v,ts-security-service,ground_truth.service,ts-security-service-request-replace,True,True,23.0,26,True,6.0,26,True
ts3-ts-basic-service-response-replace-body-hd69sc,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,23.0,29,True,26.0,29,True
ts0-ts-preserve-service-response-replace-code-8h9brj,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,27.0,28,True,21.0,28,True
ts0-ts-basic-service-response-replace-code-mh6sjz,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,4.0,30,True,8.0,30,True
ts4-ts-preserve-service-response-replace-code-6g6vgt,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,26.0,26,True,26.0,26,True
ts5-mysql-partition-rpgnbb,mysql,ground_truth.service,,False,True,,29,False,,29,False
ts5-ts-ui-dashboard-request-delay-kq782t,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request,True,True,2.0,29,True,2.0,29,True
ts4-ts-ui-dashboard-partition-lvfxl6,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard,False,True,1.0,21,True,1.0,21,True
ts5-ts-ui-dashboard-request-delay-55ksmg,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request,True,True,2.0,29,True,2.0,29,True
ts5-ts-route-plan-service-response-replace-code-2w8c9x,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response-replace,True,True,26.0,29,True,27.0,29,True
ts3-ts-ui-dashboard-request-delay-fhl2lp,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request,True,True,2.0,29,True,2.0,29,True
ts5-ts-basic-service-response-delay-wwd22h,ts-basic-service,ground_truth.service,ts-basic-service-response,True,True,1.0,30,True,1.0,30,True
ts4-mysql-partition-7rd6jh,mysql,ground_truth.service,,False,True,,23,False,,23,False
ts1-ts-order-service-exception-fvcrfk,ts-order-service,ground_truth.service,ts-order-service,False,True,21.0,26,True,22.0,26,True
ts4-ts-ui-dashboard-request-delay-cm5wdn,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request,True,True,3.0,28,True,3.0,28,True
ts5-ts-preserve-service-loss-d5dmb9,ts-preserve-service,ground_truth.service,ts-preserve-service,False,True,1.0,26,True,1.0,26,True
ts5-ts-ui-dashboard-request-replace-method-km4wzw,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request-replace,True,True,11.0,27,True,14.0,27,True
ts5-ts-food-service-request-replace-method-x5ljcx,ts-food-service,ground_truth.service,ts-food-service-request-replace,True,True,22.0,22,True,22.0,22,True
ts1-ts-ui-dashboard-response-replace-code-prqgf5,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,14.0,30,True,24.0,30,True
ts4-ts-food-service-container-kill-cbfszg,ts-food-service,ground_truth.service,ts-food-service-container,True,True,6.0,30,True,2.0,30,True
ts5-ts-travel-service-stress-p5h56b,ts-travel-service,ground_truth.service,ts-travel-service,False,True,3.0,29,True,21.0,29,True
ts1-ts-preserve-service-response-replace-code-96gfng,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,26.0,26,True,25.0,26,True
ts3-ts-auth-service-response-replace-code-9cstpf,ts-auth-service,ground_truth.service,ts-auth-service-response-replace,True,True,23.0,24,True,11.0,24,True
ts4-ts-basic-service-response-replace-body-wpxp9b,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,7.0,26,True,11.0,26,True
ts2-ts-travel-plan-service-stress-ph59w4,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service,False,True,6.0,30,True,9.0,30,True
ts3-ts-travel2-service-container-kill-vt4nvr,ts-travel2-service,ground_truth.service,ts-travel2-service-container,True,True,16.0,30,True,5.0,30,True
ts2-ts-config-service-stress-j8gm95,ts-config-service,ground_truth.service,ts-config-service,False,True,4.0,29,True,6.0,29,True
ts2-ts-food-service-response-delay-drcx9w,ts-food-service,ground_truth.service,ts-food-service-response,True,True,1.0,30,True,1.0,30,True
ts2-ts-consign-service-container-kill-z68hzq,ts-consign-service,ground_truth.service,ts-consign-service-container,True,True,3.0,30,True,3.0,30,True
ts1-ts-route-service-exception-n729sm,ts-route-service,ground_truth.service,ts-route-service,False,True,22.0,22,True,14.0,22,True
ts3-ts-seat-service-request-replace-method-b56nqd,ts-seat-service,ground_truth.service,ts-seat-service-request-replace,True,True,1.0,26,True,1.0,26,True
ts1-ts-food-service-stress-cm6h5v,ts-food-service,ground_truth.service,ts-food-service,False,True,3.0,30,True,12.0,30,True
ts3-ts-travel2-service-response-delay-hf7kl4,ts-travel2-service,ground_truth.service,ts-travel2-service-response,True,True,1.0,29,True,1.0,29,True
ts3-ts-train-service-stress-92z88d,ts-train-service,ground_truth.service,ts-train-service,False,True,3.0,30,True,6.0,30,True
ts0-ts-basic-service-request-replace-method-brs246,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,20.0,29,True,26.0,29,True
ts2-ts-consign-service-delay-k5d7zl,ts-consign-service,ground_truth.service,ts-consign-service,False,True,1.0,30,True,1.0,30,True
ts2-ts-ui-dashboard-request-replace-method-g7ktk9,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request-replace,True,True,17.0,17,True,17.0,17,True
ts0-ts-ui-dashboard-request-replace-method-kpdcrm,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request-replace,True,True,17.0,30,True,17.0,30,True
ts0-ts-user-service-loss-tfz45k,ts-user-service,ground_truth.service,ts-user-service,False,True,1.0,29,True,1.0,29,True
ts3-ts-travel-plan-service-request-delay-kxhn5n,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-request,True,True,1.0,29,True,1.0,29,True
ts3-ts-travel-service-response-replace-code-jnvcp5,ts-travel-service,ground_truth.service,ts-travel-service-response-replace,True,True,8.0,22,True,7.0,22,True
ts0-ts-travel-plan-service-response-replace-body-mns47j,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-response-replace,True,True,22.0,29,True,16.0,29,True
ts4-ts-ui-dashboard-response-replace-code-lk7q57,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,3.0,29,True,15.0,29,True
ts5-ts-preserve-service-container-kill-lft86s,ts-preserve-service,ground_truth.service,ts-preserve-service-container,True,True,27.0,30,True,21.0,30,True
ts2-ts-train-service-partition-lb8gv4,ts-train-service,ground_truth.service,ts-train-service,False,True,1.0,21,True,1.0,21,True
ts2-ts-auth-service-response-replace-code-zb5np6,ts-auth-service,ground_truth.service,ts-auth-service-response-replace,True,True,26.0,26,True,19.0,26,True
ts4-ts-basic-service-response-replace-body-jrv8dx,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,3.0,30,True,10.0,30,True
ts1-ts-ui-dashboard-response-replace-code-xstkwf,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,12.0,30,True,18.0,30,True
ts4-ts-ui-dashboard-partition-hssb5r,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard,False,True,2.0,29,True,2.0,29,True
ts2-ts-route-plan-service-request-replace-method-tbgp5r,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request-replace,True,True,29.0,29,True,29.0,29,True
ts2-ts-basic-service-response-replace-code-l4rh2h,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,25.0,26,True,23.0,26,True
ts5-ts-travel-plan-service-loss-p5267v,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service,False,True,1.0,28,True,1.0,28,True
ts5-ts-route-plan-service-request-replace-method-v76qjz,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request-replace,True,True,3.0,30,True,12.0,30,True
ts4-ts-seat-service-request-replace-method-khlmwj,ts-seat-service,ground_truth.service,ts-seat-service-request-replace,True,True,1.0,19,True,11.0,19,True
ts3-ts-basic-service-request-replace-method-jggszq,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,28.0,29,True,27.0,29,True
ts3-mysql-corrupt-5h87jc,mysql,ground_truth.service,,False,True,,29,False,,29,False
ts4-ts-ui-dashboard-loss-sh24xz,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard,False,True,1.0,29,True,2.0,29,True
ts5-ts-preserve-service-request-replace-method-v2qhvn,ts-preserve-service,ground_truth.service,ts-preserve-service-request-replace,True,True,19.0,26,True,7.0,26,True
ts5-ts-route-plan-service-response-delay-wz9jpl,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response,True,True,1.0,29,True,1.0,29,True
ts3-ts-seat-service-request-replace-method-46jhc5,ts-seat-service,ground_truth.service,ts-seat-service-request-replace,True,True,2.0,28,True,4.0,28,True
ts5-ts-travel2-service-response-replace-code-9bzkqw,ts-travel2-service,ground_truth.service,ts-travel2-service-response-replace,True,True,18.0,30,True,8.0,30,True
ts3-ts-order-service-stress-vppgcg,ts-order-service,ground_truth.service,ts-order-service,False,True,3.0,30,True,2.0,30,True
ts5-ts-travel-service-request-delay-qhm2jh,ts-travel-service,ground_truth.service,ts-travel-service-request,True,True,1.0,30,True,1.0,30,True
ts2-ts-preserve-service-request-replace-method-m88455,ts-preserve-service,ground_truth.service,ts-preserve-service-request-replace,True,True,26.0,26,True,19.0,26,True
ts2-ts-basic-service-request-replace-method-xqcmcx,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,24.0,26,True,24.0,26,True
ts5-ts-preserve-service-response-delay-g8zznv,ts-preserve-service,ground_truth.service,ts-preserve-service-response,True,True,1.0,28,True,1.0,28,True
ts5-ts-basic-service-corrupt-hvpqlr,ts-basic-service,ground_truth.service,ts-basic-service,False,True,1.0,28,True,1.0,28,True
ts4-ts-travel2-service-container-kill-n22l8h,ts-travel2-service,ground_truth.service,ts-travel2-service-container,True,True,5.0,30,True,3.0,30,True
ts2-ts-consign-service-container-kill-fftcrp,ts-consign-service,ground_truth.service,ts-consign-service-container,True,True,4.0,30,True,1.0,30,True
ts5-ts-payment-service-stress-b2ltsw,ts-payment-service,ground_truth.service,ts-payment-service,False,True,3.0,30,True,2.0,30,True
ts4-ts-basic-service-request-delay-jkxt8v,ts-basic-service,ground_truth.service,ts-basic-service-request,True,True,1.0,29,True,1.0,29,True
ts4-ts-route-plan-service-corrupt-qgnf8n,ts-route-plan-service,ground_truth.service,ts-route-plan-service,False,True,19.0,26,True,19.0,26,True
ts2-ts-ui-dashboard-response-delay-kzbf4x,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response,True,True,1.0,29,True,2.0,29,True
ts4-ts-travel-service-return-j872pp,ts-travel-service,ground_truth.service,ts-travel-service,False,True,22.0,22,True,22.0,22,True
ts2-ts-ui-dashboard-response-replace-code-zwggpw,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,28.0,30,True,20.0,30,True
ts4-ts-seat-service-delay-ddn72q,ts-seat-service,ground_truth.service,ts-seat-service,False,True,4.0,28,True,20.0,28,True
ts2-ts-travel-plan-service-response-replace-body-j8bt56,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-response-replace,True,True,24.0,29,True,9.0,29,True
ts5-ts-travel2-service-response-replace-body-ljvb7g,ts-travel2-service,ground_truth.service,ts-travel2-service-response-replace,True,True,18.0,30,True,7.0,30,True
ts3-ts-travel-service-request-replace-method-64dgzx,ts-travel-service,ground_truth.service,ts-travel-service-request-replace,True,True,25.0,26,True,25.0,26,True
ts0-mysql-corrupt-jkgn5j,mysql,ground_truth.service,,False,True,,22,False,,22,False
ts3-ts-basic-service-request-delay-rpjwfk,ts-basic-service,ground_truth.service,ts-basic-service-request,True,True,1.0,30,True,1.0,30,True
ts1-ts-route-plan-service-response-replace-code-cqhtpj,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response-replace,True,True,28.0,30,True,29.0,30,True
ts2-ts-food-service-request-replace-method-z2sbdz,ts-food-service,ground_truth.service,ts-food-service-request-replace,True,True,1.0,29,True,1.0,29,True
ts3-ts-ui-dashboard-request-delay-9vdxg4,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request,True,True,2.0,28,True,2.0,28,True
ts2-ts-food-service-container-kill-cqcxsh,ts-food-service,ground_truth.service,ts-food-service-container,True,True,8.0,30,True,10.0,30,True
ts2-ts-inside-payment-service-container-kill-nw94kv,ts-inside-payment-service,ground_truth.service,ts-inside-payment-service-container,True,True,12.0,30,True,1.0,30,True
ts0-ts-inside-payment-service-stress-jpg9xm,ts-inside-payment-service,ground_truth.service,ts-inside-payment-service,False,True,2.0,30,True,2.0,30,True
ts3-ts-basic-service-response-delay-qh7j7v,ts-basic-service,ground_truth.service,ts-basic-service-response,True,True,1.0,29,True,1.0,29,True
ts3-ts-ui-dashboard-request-replace-method-wkh6t7,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request-replace,True,True,3.0,29,True,13.0,29,True
ts2-ts-ui-dashboard-response-replace-code-r26tcp,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,4.0,30,True,14.0,30,True
ts0-ts-preserve-service-request-replace-method-48zkx2,ts-preserve-service,ground_truth.service,ts-preserve-service-request-replace,True,True,23.0,26,True,16.0,26,True
ts3-ts-travel-service-container-kill-q9tpl8,ts-travel-service,ground_truth.service,ts-travel-service-container,True,True,13.0,29,True,6.0,29,True
ts3-ts-food-service-container-kill-g4zbt8,ts-food-service,ground_truth.service,ts-food-service-container,True,True,9.0,30,True,5.0,30,True
ts1-ts-ui-dashboard-response-replace-code-pkkx65,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,4.0,30,True,17.0,30,True
ts0-ts-travel2-service-response-replace-code-9ntz74,ts-travel2-service,ground_truth.service,ts-travel2-service-response-replace,True,True,28.0,29,True,28.0,29,True
ts0-ts-basic-service-response-delay-cg24jn,ts-basic-service,ground_truth.service,ts-basic-service-response,True,True,1.0,29,True,1.0,29,True
ts3-ts-travel2-service-request-replace-method-nw4p4m,ts-travel2-service,ground_truth.service,ts-travel2-service-request-replace,True,True,25.0,28,True,15.0,28,True
ts3-ts-basic-service-response-replace-body-w5fj79,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,24.0,30,True,25.0,30,True
ts3-mysql-partition-4hh8bj,mysql,ground_truth.service,,False,True,,25,False,,25,False
ts0-ts-basic-service-request-delay-d5jvr6,ts-basic-service,ground_truth.service,ts-basic-service-request,True,True,1.0,29,True,1.0,29,True
ts1-ts-basic-service-request-delay-d5npfl,ts-basic-service,ground_truth.service,ts-basic-service-request,True,True,1.0,29,True,1.0,29,True
ts1-ts-route-service-corrupt-qlt7gn,ts-route-service,ground_truth.service,ts-route-service,False,True,1.0,19,True,1.0,19,True
ts2-ts-order-other-service-stress-lbb4ff,ts-order-other-service,ground_truth.service,ts-order-other-service,False,True,1.0,30,True,3.0,30,True
ts2-ts-ui-dashboard-request-replace-method-xfx4x5,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request-replace,True,True,15.0,28,True,16.0,28,True
ts2-ts-route-plan-service-request-replace-method-bpvdxx,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request-replace,True,True,1.0,30,True,1.0,30,True
ts1-ts-travel2-service-response-replace-body-wsbwjq,ts-travel2-service,ground_truth.service,ts-travel2-service-response-replace,True,True,30.0,30,True,30.0,30,True
ts2-mysql-bandwidth-2zxrzh,mysql,ground_truth.service,,False,True,,18,False,,18,False
ts2-ts-seat-service-response-replace-code-kttq2h,ts-seat-service,ground_truth.service,ts-seat-service-response-replace,True,True,17.0,22,True,11.0,22,True
ts3-ts-ui-dashboard-response-delay-zz7qpg,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response,True,True,4.0,29,True,3.0,29,True
ts1-ts-basic-service-response-replace-code-6d6shc,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,8.0,29,True,10.0,29,True
ts2-ts-ui-dashboard-request-replace-method-jrt2mv,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request-replace,True,True,12.0,30,True,15.0,30,True
ts2-ts-route-plan-service-response-replace-code-q8jrhd,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response-replace,True,True,6.0,28,True,9.0,28,True
ts0-ts-preserve-service-response-replace-code-kvkzkr,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,23.0,26,True,15.0,26,True
ts1-ts-security-service-request-replace-method-xv2ncg,ts-security-service,ground_truth.service,ts-security-service-request-replace,True,True,26.0,26,True,24.0,26,True
ts3-mysql-corrupt-wgvhdb,mysql,ground_truth.service,,False,True,,22,False,,22,False
ts2-ts-seat-service-request-delay-775n8q,ts-seat-service,ground_truth.service,ts-seat-service-request,True,True,1.0,29,True,1.0,29,True
ts1-ts-travel-plan-service-response-replace-code-6zvlq2,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-response-replace,True,True,11.0,29,True,3.0,29,True
ts2-ts-travel-service-stress-fxpb9q,ts-travel-service,ground_truth.service,ts-travel-service,False,True,17.0,29,True,8.0,29,True
ts3-ts-order-service-stress-fr6mjn,ts-order-service,ground_truth.service,ts-order-service,False,True,6.0,30,True,4.0,30,True
ts0-ts-food-service-stress-dq7mwn,ts-food-service,ground_truth.service,ts-food-service,False,True,1.0,30,True,1.0,30,True
ts0-ts-ui-dashboard-response-delay-vgbncm,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response,True,True,2.0,29,True,2.0,29,True
ts3-ts-config-service-corrupt-7r594z,ts-config-service,ground_truth.service,ts-config-service,False,True,1.0,28,True,1.0,28,True
ts0-ts-route-service-stress-kstvv2,ts-route-service,ground_truth.service,ts-route-service,False,True,1.0,30,True,8.0,30,True
ts0-ts-route-plan-service-response-replace-code-lpnvvp,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response-replace,True,True,29.0,29,True,29.0,29,True
ts1-ts-preserve-service-stress-lbwbnm,ts-preserve-service,ground_truth.service,ts-preserve-service,False,True,23.0,30,True,10.0,30,True
ts1-ts-seat-service-partition-gtmt4k,ts-seat-service,ground_truth.service,ts-seat-service,False,True,11.0,30,True,3.0,30,True
ts4-ts-basic-service-response-replace-code-srltn7,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,17.0,29,True,15.0,29,True
ts1-ts-basic-service-request-replace-method-kqkjgj,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,27.0,27,True,27.0,27,True
ts0-ts-basic-service-response-replace-code-hl8qdr,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,20.0,29,True,25.0,29,True
ts5-ts-basic-service-request-replace-method-7dhcgm,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,20.0,30,True,10.0,30,True
ts1-ts-route-plan-service-response-replace-code-bxnnjz,ts-route-plan-service,ground_truth.service,ts-route-plan-service-response-replace,True,True,28.0,29,True,26.0,29,True
ts0-ts-basic-service-response-replace-code-lmnjw7,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,23.0,26,True,8.0,26,True
ts4-ts-station-service-corrupt-j2zgbd,ts-station-service,ground_truth.service,ts-station-service,False,True,9.0,30,True,17.0,30,True
ts0-ts-basic-service-request-replace-method-99j798,ts-basic-service,ground_truth.service,ts-basic-service-request-replace,True,True,24.0,26,True,26.0,26,True
ts0-mysql-partition-mphlhs,mysql,ground_truth.service,,False,True,,28,False,,28,False
ts4-ts-preserve-service-response-replace-code-rffqxl,ts-preserve-service,ground_truth.service,ts-preserve-service-response-replace,True,True,25.0,26,True,7.0,26,True
ts5-ts-food-service-request-replace-method-kz6xwk,ts-food-service,ground_truth.service,ts-food-service-request-replace,True,True,22.0,22,True,20.0,22,True
ts4-ts-ui-dashboard-request-replace-method-npqtdz,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request-replace,True,True,3.0,29,True,15.0,29,True
ts4-ts-travel-plan-service-response-delay-qjd7q4,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-response,True,True,1.0,29,True,1.0,29,True
ts0-ts-travel-plan-service-pod-failure-sxz5ll,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-pod,True,True,,7,False,,7,False
ts5-ts-food-service-request-replace-method-8vlzt2,ts-food-service,ground_truth.service,ts-food-service-request-replace,True,True,1.0,23,True,1.0,23,True
ts4-ts-route-plan-service-corrupt-rr5sxl,ts-route-plan-service,ground_truth.service,ts-route-plan-service,False,True,2.0,26,True,7.0,26,True
ts1-mysql-delay-hx85fg,mysql,ground_truth.service,,False,True,,28,False,,28,False
ts5-ts-food-service-request-replace-method-tmprwh,ts-food-service,ground_truth.service,ts-food-service-request-replace,True,True,22.0,22,True,21.0,22,True
ts4-ts-food-service-corrupt-ccxs65,ts-food-service,ground_truth.service,ts-food-service,False,True,1.0,28,True,1.0,28,True
ts0-mysql-container-kill-9t6n24,mysql,ground_truth.service,,False,True,,21,False,,21,False
ts4-ts-preserve-service-request-replace-method-5qnl5x,ts-preserve-service,ground_truth.service,ts-preserve-service-request-replace,True,True,26.0,26,True,26.0,26,True
ts1-ts-basic-service-response-replace-body-bt9qt4,ts-basic-service,ground_truth.service,ts-basic-service-response-replace,True,True,13.0,30,True,16.0,30,True
ts2-mysql-partition-nx5c29,mysql,ground_truth.service,,False,True,,13,False,,13,False
ts4-ts-basic-service-request-delay-slc8g7,ts-basic-service,ground_truth.service,ts-basic-service-request,True,True,1.0,29,True,1.0,29,True
ts2-mysql-partition-thlr8h,mysql,ground_truth.service,,False,True,,28,False,,28,False
ts4-ts-auth-service-stress-z67ksb,ts-auth-service,ground_truth.service,ts-auth-service,False,True,23.0,30,True,26.0,30,True
ts4-ts-config-service-container-kill-f6w2x4,ts-config-service,ground_truth.service,ts-config-service-container,True,True,2.0,29,True,1.0,29,True
ts1-ts-assurance-service-container-kill-qw48fm,ts-assurance-service,ground_truth.service,ts-assurance-service-container,True,True,4.0,30,True,1.0,30,True
ts4-ts-route-plan-service-request-replace-method-dpltfs,ts-route-plan-service,ground_truth.service,ts-route-plan-service-request-replace,True,True,1.0,28,True,1.0,28,True
ts1-ts-travel-service-request-replace-method-zmxkt6,ts-travel-service,ground_truth.service,ts-travel-service-request-replace,True,True,23.0,26,True,7.0,26,True
ts4-ts-ui-dashboard-partition-mgbg8j,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard,False,True,1.0,20,True,1.0,20,True
ts1-ts-travel2-service-response-replace-code-swdpv2,ts-travel2-service,ground_truth.service,ts-travel2-service-response-replace,True,True,29.0,29,True,9.0,29,True
ts3-ts-travel-service-request-replace-method-9wghvz,ts-travel-service,ground_truth.service,ts-travel-service-request-replace,True,True,21.0,24,True,14.0,24,True
ts4-ts-preserve-service-container-kill-k57p7j,ts-preserve-service,ground_truth.service,ts-preserve-service-container,True,True,1.0,29,True,1.0,29,True
ts4-ts-ui-dashboard-response-replace-code-w7z7vm,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,2.0,29,True,8.0,29,True
ts1-ts-station-food-service-stress-rlvxhc,ts-station-food-service,ground_truth.service,ts-station-food-service,False,True,1.0,29,True,2.0,29,True
ts4-ts-ui-dashboard-partition-jmlxcg,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard,False,True,1.0,23,True,2.0,23,True
ts4-ts-ui-dashboard-request-delay-6b6bd5,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-request,True,True,3.0,29,True,13.0,29,True
ts2-ts-order-service-stress-gshm6n,ts-order-service,ground_truth.service,ts-order-service,False,True,2.0,30,True,4.0,30,True
ts3-ts-basic-service-response-delay-gt47ls,ts-basic-service,ground_truth.service,ts-basic-service-response,True,True,1.0,29,True,1.0,29,True
ts2-ts-ui-dashboard-response-replace-code-49hvp5,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,1.0,30,True,4.0,30,True
ts1-ts-ui-dashboard-response-replace-code-f8wvld,ts-ui-dashboard,ground_truth.service,ts-ui-dashboard-response-replace,True,True,5.0,30,True,12.0,30,True
ts4-ts-preserve-service-partition-6jscrw,ts-preserve-service,ground_truth.service,ts-preserve-service,False,True,1.0,26,True,1.0,26,True
ts3-ts-food-service-response-replace-code-gm25fm,ts-food-service,ground_truth.service,ts-food-service-response-replace,True,True,24.0,24,True,24.0,24,True
ts3-ts-travel-plan-service-response-delay-5nq8mq,ts-travel-plan-service,ground_truth.service,ts-travel-plan-service-response,True,True,1.0,28,True,1.0,28,True
ts4-ts-basic-service-response-delay-hmp7h5,ts-basic-service,ground_truth.service,ts-basic-service-response,True,True,1.0,29,True,1.0,29,True
ts3-ts-travel2-service-request-replace-method-6sv6lt,ts-travel2-service,ground_truth.service,ts-travel2-service-request-replace,True,True,29.0,29,True,29.0,29,True
ts4-ts-security-service-partition-bswd45,ts-security-service,ground_truth.service,ts-security-service,False,True,25.0,26,True,26.0,26,True
ts5-ts-order-other-service-partition-42lwf5,ts-order-other-service,ground_truth.service,ts-order-other-service,False,True,12.0,28,True,17.0,28,True
ts4-ts-seat-service-request-replace-method-bvdt9b,ts-seat-service,ground_truth.service,ts-seat-service-request-replace,True,True,6.0,28,True,5.0,28,True
